2026-02-20 00:17:01 | root                           | INFO     | ================================================================================
2026-02-20 00:17:01 | root                           | INFO     | MEET ASSISTANT INICIADO - Log file: logs\meet_assistant_20260220_001701.log
2026-02-20 00:17:01 | root                           | INFO     | ================================================================================
2026-02-20 00:17:01 | root                           | INFO     | Log level: INFO
2026-02-20 00:17:08 | config.settings                | INFO     | 
================================================================================
2026-02-20 00:17:08 | config.settings                | INFO     | DISPOSITIVOS DE ÁUDIO DISPONÍVEIS (38 total):
2026-02-20 00:17:08 | config.settings                | INFO     | ================================================================================
2026-02-20 00:17:09 | config.settings                | INFO     | ================================================================================

2026-02-20 00:17:09 | __main__                       | INFO     | Iniciando Meet Assistant AI v3.2...
2026-02-20 00:17:09 | core.ai_services               | INFO     | Gemini API configurado com sucesso
2026-02-20 00:17:09 | core.ai_services               | INFO     | Whisper pronto para lazy loading (carregará na primeira uso)
2026-02-20 00:17:09 | core.ai_services               | INFO     | Google Speech Recognition inicializado
2026-02-20 00:17:09 | gui.app_window                 | INFO     | Calibrando ruído com device 4...
2026-02-20 00:17:10 | gui.app_window                 | INFO     | Calibração de ruído concluída
2026-02-20 00:17:10 | core.audio_engine              | INFO     | AudioEngine criado com ThreadPoolExecutor (max_workers=2)
2026-02-20 00:17:10 | gui.app_window                 | INFO     | MeetAssistantApp inicializado com sucesso
2026-02-20 00:17:11 | core.audio_engine              | INFO     | AudioEngine iniciado
2026-02-20 00:17:16 | core.ai_services               | INFO     |    Texto: 'muito maneiro e a gente vai aprender vai ser muito interessante essa parte'
2026-02-20 00:17:16 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:19 | core.ai_services               | INFO     |    Texto: 'Imagine que você tá fazendo uma pergunta a um amigo'
2026-02-20 00:17:19 | core.ai_services               | INFO     |    Confiança: 78.80% (Threshold: 70.00%)
2026-02-20 00:17:23 | core.ai_services               | INFO     |    Texto: 'inteligente ou pedindo para ele fazer algo É verdade'
2026-02-20 00:17:23 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:26 | core.ai_services               | INFO     |    Texto: 'é uma ótima dica Toda vez que você for falar com o chat gp'
2026-02-20 00:17:26 | core.ai_services               | INFO     |    Confiança: 81.94% (Threshold: 70.00%)
2026-02-20 00:17:30 | core.ai_services               | INFO     |    Texto: 'A ideia é tenta conversar com ele como se você tivesse conversando'
2026-02-20 00:17:30 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:33 | core.ai_services               | INFO     |    Texto: 'pessoa muito inteligente né Essa é basicamente'
2026-02-20 00:17:33 | core.ai_services               | INFO     |    Confiança: 81.88% (Threshold: 70.00%)
2026-02-20 00:17:36 | core.ai_services               | INFO     |    Texto: 'essência do prompt e inteligência artificial Estamos dando'
2026-02-20 00:17:36 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:40 | core.ai_services               | INFO     |    Texto: 'uma tarefa para resolver e aguardando a sua resposta'
2026-02-20 00:17:40 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:43 | core.ai_services               | INFO     |    Texto: 'será baseada no que ela aprendeu durante o seu treinamento por isso que'
2026-02-20 00:17:43 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:47 | core.ai_services               | INFO     |    Texto: 'falou lá que o chat BT ele não tá 100'
2026-02-20 00:17:47 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:50 | core.ai_services               | INFO     |    Texto: 'localizado porque ele precisa ser treinado né com'
2026-02-20 00:17:50 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:54 | core.ai_services               | INFO     |    Texto: 'tá conversando com os dados já passaram pelo treinamento'
2026-02-20 00:17:54 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:17:57 | core.ai_services               | INFO     |    Texto: 'sair não é o dado atual é não sei se você que tá na sua'
2026-02-20 00:17:57 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:18:01 | core.ai_services               | INFO     |    Texto: 'em casa aí agora sabia disso mas já tenha sempre em'
2026-02-20 00:18:01 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:18:04 | core.ai_services               | INFO     |    Texto: 'nunca Pergunte para ele coisas atuais'
2026-02-20 00:18:04 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:18:08 | core.ai_services               | INFO     |    Texto: 'coisas genéricas que possam ser treinadas com o conteúdo'
2026-02-20 00:18:08 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:18:11 | core.ai_services               | INFO     |    Texto: 'anteriores e agora começa a parte que a galera pediu né'
2026-02-20 00:18:11 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:18:15 | core.ai_services               | INFO     |    Texto: 'exemplo a gente vai começar a mostrar exemplos e'
2026-02-20 00:18:15 | core.ai_services               | INFO     |    Confiança: 78.26% (Threshold: 70.00%)
2026-02-20 00:18:18 | core.ai_services               | INFO     |    Texto: 'meter a mão na massa e mostrar no chat GPT esses'
2026-02-20 00:18:18 | core.ai_services               | INFO     |    Confiança: 82.14% (Threshold: 70.00%)
2026-02-20 00:18:21 | core.ai_services               | INFO     |    Texto: 'funcionando e esses desenhos'
2026-02-20 00:18:21 | core.ai_services               | INFO     |    Confiança: 67.42% (Threshold: 70.00%)
2026-02-20 00:18:38 | gui.app_window                 | INFO     | Encerrando MeetAssistantApp...
2026-02-20 00:18:38 | core.audio_engine              | INFO     | ThreadPoolExecutor finalizado
2026-02-20 00:18:38 | core.audio_engine              | INFO     | AudioEngine parado
2026-02-20 00:18:38 | __main__                       | INFO     | Meet Assistant encerrado
2026-02-20 00:18:38 | core.audio_engine              | INFO     | PyAudio terminado
